status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_percent,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,credit_risk_good,predicted_credit_risk,predicted_probability
A12,12,A32,A42,983,A64,A72,1,female_divorced_separated_married,A101,4,A121,19,A143,A151,1,A172,1,A191,yes,1,1,0.885405039375732
A11,36,A32,A40,3249,A61,A74,2,male_single,A101,4,A124,39,A141,A153,1,A174,2,A192,yes,1,0,0.3265988188803856
A11,6,A34,A43,1957,A61,A74,1,female_divorced_separated_married,A101,4,A123,31,A143,A152,1,A173,1,A191,yes,1,1,0.9237395677563541
A14,9,A34,A42,2406,A61,A71,2,male_single,A101,3,A123,31,A143,A152,1,A174,1,A191,yes,1,1,0.969051345079803
A12,39,A33,A46,11760,A62,A74,2,male_single,A101,3,A124,32,A143,A151,1,A173,1,A192,yes,1,0,0.2978837665594292
A11,12,A32,A42,2578,A61,A71,3,female_divorced_separated_married,A101,4,A124,55,A143,A153,1,A174,1,A191,yes,1,0,0.4988081522332744
A11,36,A34,A42,2348,A61,A73,3,male_married_widowed,A101,2,A122,46,A143,A152,2,A173,1,A192,yes,1,1,0.617765108655981
A12,12,A32,A40,1223,A61,A75,1,male_divorced_separated,A101,1,A121,46,A143,A151,2,A173,1,A191,yes,0,0,0.49515074571044027
A14,24,A34,A43,1516,A64,A73,4,female_divorced_separated_married,A101,1,A121,43,A143,A152,2,A172,1,A191,yes,1,1,0.9731013633470329
A14,18,A32,A43,1473,A61,A72,3,male_married_widowed,A101,4,A121,39,A143,A152,1,A173,1,A192,yes,1,1,0.9137957707268909
A12,18,A34,A49,1887,A65,A73,4,male_married_widowed,A101,4,A121,28,A141,A152,2,A173,1,A191,yes,1,1,0.7375313681413306
A14,24,A33,A49,8648,A61,A72,2,male_single,A101,2,A123,27,A141,A152,2,A173,1,A192,yes,0,1,0.7099973375848043
A14,14,A33,A40,802,A61,A73,4,male_single,A101,2,A123,27,A143,A152,2,A172,1,A191,yes,1,1,0.7835522641998215
A12,18,A33,A40,2899,A65,A75,4,male_single,A101,4,A123,43,A143,A152,1,A173,2,A191,yes,1,1,0.6962907782063144
A12,24,A32,A43,2039,A61,A72,1,male_married_widowed,A101,1,A122,22,A143,A152,1,A173,1,A192,yes,0,1,0.7198433377964268
A14,24,A34,A41,2197,A65,A74,4,male_single,A101,4,A123,43,A143,A152,2,A173,2,A192,yes,1,1,0.9922257509017527
A11,15,A32,A43,1053,A61,A72,4,male_married_widowed,A101,2,A121,27,A143,A152,1,A173,1,A191,no,1,1,0.8000479536944035
A14,24,A32,A43,3235,A63,A75,3,male_divorced_separated,A101,2,A123,26,A143,A152,1,A174,1,A192,yes,1,1,0.8702090634423467
A13,12,A34,A40,939,A63,A74,4,male_married_widowed,A101,2,A121,28,A143,A152,3,A173,1,A192,yes,0,1,0.8773714402485308
A12,24,A32,A43,1967,A61,A75,4,female_divorced_separated_married,A101,4,A123,20,A143,A152,1,A173,1,A192,yes,1,1,0.5352291264525423
A14,33,A34,A41,7253,A61,A74,3,male_single,A101,2,A123,35,A143,A152,2,A174,1,A192,yes,1,1,0.9725474526856842
A14,12,A34,A49,2292,A61,A71,4,male_single,A101,2,A123,42,A142,A152,2,A174,1,A192,yes,0,1,0.9123638828850305
A14,10,A32,A40,1597,A63,A73,3,male_single,A101,2,A124,40,A143,A151,1,A172,2,A191,no,1,1,0.913237909001612
A11,24,A32,A40,1381,A65,A73,4,female_divorced_separated_married,A101,2,A122,35,A143,A152,1,A173,1,A191,yes,0,0,0.41782047242609993
A14,36,A34,A41,5842,A61,A75,2,male_single,A101,2,A122,35,A143,A152,2,A173,2,A192,yes,1,1,0.9541530498528685
A11,12,A32,A40,2579,A61,A72,4,male_single,A101,1,A121,33,A143,A152,1,A172,2,A191,yes,0,0,0.34233995927115585
A11,18,A33,A46,8471,A65,A73,1,female_divorced_separated_married,A101,2,A123,23,A143,A151,2,A173,1,A192,yes,1,0,0.4100910600511032
A14,21,A32,A40,2782,A63,A74,1,female_divorced_separated_married,A101,2,A123,31,A141,A152,1,A174,1,A191,yes,1,1,0.8553851799634873
A12,18,A32,A40,1042,A65,A73,4,female_divorced_separated_married,A101,2,A122,33,A143,A152,1,A173,1,A191,yes,0,1,0.5525904412080651
A14,15,A32,A40,3186,A64,A74,2,female_divorced_separated_married,A101,3,A123,20,A143,A151,1,A173,1,A191,yes,1,1,0.9229837202834019
A12,12,A32,A41,2028,A65,A73,4,male_single,A101,2,A123,30,A143,A152,1,A173,1,A191,yes,1,1,0.9207281526699036
A12,12,A34,A40,958,A61,A74,2,male_single,A101,3,A121,47,A143,A152,2,A172,2,A191,yes,1,1,0.8889436951478158
A14,21,A33,A42,1591,A62,A74,4,male_single,A101,3,A121,34,A143,A152,2,A174,1,A191,yes,1,1,0.9557707175985724
A12,12,A32,A42,2762,A65,A75,1,female_divorced_separated_married,A101,2,A122,25,A141,A152,1,A173,1,A192,yes,0,1,0.8226473756554104
A12,18,A32,A41,2779,A61,A73,1,male_married_widowed,A101,3,A123,21,A143,A151,1,A173,1,A192,yes,1,1,0.819641393745119
A14,28,A34,A43,2743,A61,A75,4,male_single,A101,2,A123,29,A143,A152,2,A173,1,A191,yes,1,1,0.9006988213704019
A14,18,A34,A43,1149,A64,A73,4,male_single,A101,3,A121,46,A143,A152,2,A173,1,A191,yes,1,1,0.9871056683961289
A14,9,A32,A42,1313,A61,A75,1,male_single,A101,4,A123,20,A143,A152,1,A173,1,A191,yes,1,1,0.9553371000934662
A11,18,A34,A45,1190,A61,A71,2,female_divorced_separated_married,A101,4,A124,55,A143,A153,3,A171,2,A191,yes,0,1,0.5446065877963111
A14,5,A32,A49,3448,A61,A74,1,male_single,A101,4,A121,74,A143,A152,1,A172,1,A191,yes,1,1,0.9876711653778439
A12,24,A32,A410,11328,A61,A73,2,male_single,A102,3,A123,29,A141,A152,2,A174,1,A192,yes,0,0,0.37412757752816006
A11,6,A34,A42,1872,A61,A71,4,male_single,A101,4,A124,36,A143,A153,3,A174,1,A192,yes,1,1,0.6859627528809624
A14,24,A34,A45,2058,A61,A73,4,male_divorced_separated,A101,2,A121,33,A143,A152,2,A173,1,A192,yes,1,1,0.7977064178136059
A11,9,A32,A42,2136,A61,A73,3,male_single,A101,2,A121,25,A143,A152,1,A173,1,A191,yes,1,1,0.6902089167272113
A12,12,A32,A43,1484,A65,A73,2,male_married_widowed,A101,1,A121,25,A143,A152,1,A173,1,A192,yes,0,1,0.9165774790207979
A14,6,A32,A45,660,A63,A74,2,male_married_widowed,A101,4,A121,23,A143,A151,1,A172,1,A191,yes,1,1,0.9343369918059682
A14,24,A34,A40,1287,A64,A75,4,female_divorced_separated_married,A101,4,A121,37,A143,A152,2,A173,1,A192,yes,1,1,0.9531686161679681
A11,42,A34,A45,3394,A61,A71,4,male_single,A102,4,A123,65,A143,A152,2,A171,1,A191,yes,1,0,0.41559239949516863
A13,12,A31,A49,609,A61,A72,4,female_divorced_separated_married,A101,1,A121,26,A143,A152,1,A171,1,A191,yes,0,1,0.6393667807011146
A14,12,A32,A40,1884,A61,A75,4,male_single,A101,4,A123,39,A143,A152,1,A174,1,A192,yes,1,1,0.8587180860595915
A11,12,A32,A42,1620,A61,A73,2,female_divorced_separated_married,A102,3,A122,30,A143,A152,1,A173,1,A191,yes,1,0,0.48349516430341455
A12,20,A33,A410,2629,A61,A73,2,male_single,A101,3,A123,29,A141,A152,2,A173,1,A192,yes,1,1,0.7895200477912966
A14,12,A32,A46,719,A61,A75,4,male_single,A101,4,A123,41,A141,A152,1,A172,2,A191,yes,0,1,0.668522496041085
A12,48,A34,A42,5096,A61,A73,2,female_divorced_separated_married,A101,3,A123,30,A143,A152,1,A174,1,A192,yes,0,1,0.641206366511702
A14,9,A34,A46,1244,A65,A75,4,female_divorced_separated_married,A101,4,A122,41,A143,A151,2,A172,1,A191,yes,1,1,0.8882625145214199
A11,36,A32,A40,1842,A61,A72,4,female_divorced_separated_married,A101,4,A123,34,A143,A152,1,A173,1,A192,yes,0,0,0.19462255491062241
A12,7,A32,A43,2576,A61,A73,2,male_single,A103,2,A121,35,A143,A152,1,A173,1,A191,yes,1,1,0.9374016082064541
A13,12,A32,A42,1424,A65,A75,3,female_divorced_separated_married,A101,4,A121,55,A143,A152,1,A174,1,A192,yes,1,1,0.9546700833887373
A12,15,A33,A45,1512,A64,A73,3,male_married_widowed,A101,3,A122,61,A142,A152,2,A173,1,A191,yes,0,1,0.7513309917798878
A14,36,A34,A41,11054,A65,A73,4,male_single,A101,2,A123,30,A143,A152,1,A174,1,A192,yes,1,1,0.959850149580645
A14,6,A32,A43,518,A61,A73,3,female_divorced_separated_married,A101,1,A121,29,A143,A152,1,A173,1,A191,yes,1,1,0.9180277970080365
A14,12,A30,A42,2759,A61,A75,2,male_single,A101,4,A122,34,A143,A152,2,A173,1,A191,yes,1,1,0.8589763919255727
A14,24,A32,A41,2670,A61,A75,4,male_single,A101,4,A123,35,A143,A152,1,A174,1,A192,yes,1,1,0.9499311984768389
A11,24,A32,A40,4817,A61,A74,2,male_single,A102,3,A122,31,A143,A152,1,A173,1,A192,yes,0,0,0.4792901427935885
A14,24,A32,A41,2679,A61,A72,4,female_divorced_separated_married,A101,1,A124,29,A143,A152,1,A174,1,A192,yes,1,1,0.8350106463605674
A11,11,A34,A40,3905,A61,A73,2,male_single,A101,2,A121,36,A143,A151,2,A173,2,A191,yes,1,1,0.5305611164601649
A11,12,A32,A41,3386,A61,A75,3,male_single,A101,4,A124,35,A143,A153,1,A173,1,A192,yes,0,1,0.8106977188364676
A11,6,A32,A44,343,A61,A72,4,female_divorced_separated_married,A101,1,A121,27,A143,A152,1,A173,1,A191,yes,1,0,0.4787814957471863
A14,18,A32,A43,4594,A61,A72,3,male_single,A101,2,A123,32,A143,A152,1,A173,1,A192,yes,1,1,0.8932565307133382
A11,36,A32,A42,3620,A61,A73,1,male_single,A103,2,A122,37,A143,A152,1,A173,2,A191,yes,1,1,0.7542472206296127
A11,15,A32,A40,1721,A61,A72,2,male_single,A101,3,A121,36,A143,A152,1,A173,1,A191,yes,1,1,0.5708311836052977
A12,12,A32,A42,3017,A61,A72,3,female_divorced_separated_married,A101,1,A121,34,A143,A151,1,A174,1,A191,yes,1,1,0.5226571452232469
A12,12,A32,A48,754,A65,A75,4,male_single,A101,4,A122,38,A143,A152,2,A173,1,A191,yes,1,1,0.9445334143571028
A14,18,A32,A49,1950,A61,A74,4,male_single,A101,1,A123,34,A142,A152,2,A173,1,A192,yes,1,1,0.8782267200408675
A11,24,A32,A41,2924,A61,A73,3,male_single,A103,4,A124,63,A141,A152,1,A173,2,A192,yes,1,1,0.7940352371033256
A11,24,A33,A43,1659,A61,A72,4,female_divorced_separated_married,A101,2,A123,29,A143,A151,1,A172,1,A192,yes,0,0,0.40046798111910853
A14,48,A33,A43,7238,A65,A75,3,male_single,A101,3,A123,32,A141,A152,2,A173,2,A191,yes,1,1,0.7136671589258619
A14,33,A33,A49,2764,A61,A73,2,female_divorced_separated_married,A101,2,A123,26,A143,A152,2,A173,1,A192,yes,1,1,0.8319657466349863
A14,24,A33,A41,4679,A61,A74,3,male_single,A101,3,A123,35,A143,A152,2,A172,1,A192,yes,1,1,0.97115860842028
A12,24,A32,A43,3092,A62,A72,3,male_married_widowed,A101,2,A123,22,A143,A151,1,A173,1,A192,yes,0,1,0.5389121677273592
A11,6,A32,A46,448,A61,A72,4,female_divorced_separated_married,A101,4,A122,23,A143,A152,1,A173,1,A191,yes,0,0,0.26857430144860356
A11,9,A32,A40,654,A61,A73,4,male_single,A101,3,A123,28,A143,A152,1,A172,1,A191,yes,0,0,0.4424405689266539
A14,6,A32,A48,1238,A65,A71,4,male_single,A101,4,A122,36,A143,A152,1,A174,2,A192,yes,1,1,0.9876418933540687
A12,18,A34,A43,1245,A61,A73,4,male_married_widowed,A101,2,A123,33,A143,A152,1,A173,1,A191,yes,0,1,0.7568270301726349
A11,18,A30,A42,3114,A61,A72,1,female_divorced_separated_married,A101,4,A122,26,A143,A151,1,A173,1,A191,yes,0,0,0.31182198817792894
A14,39,A32,A41,2569,A63,A73,4,male_single,A101,4,A123,24,A143,A152,1,A173,1,A191,yes,1,1,0.9098042283694281
A13,24,A32,A43,5152,A61,A74,4,male_single,A101,2,A123,25,A141,A152,1,A173,1,A191,yes,1,1,0.6350740054867803
A12,12,A32,A49,1037,A62,A74,3,male_single,A101,4,A121,39,A143,A152,1,A172,1,A191,yes,1,1,0.9142342011908237
A11,15,A34,A42,1478,A61,A75,4,male_single,A101,4,A123,44,A143,A152,2,A173,2,A192,yes,1,1,0.7632068308957753
A12,12,A34,A43,3573,A61,A73,1,female_divorced_separated_married,A101,1,A121,23,A143,A152,1,A172,1,A191,yes,1,1,0.8770909574040539
A12,24,A32,A40,1201,A61,A72,4,male_single,A101,1,A122,26,A143,A152,1,A173,1,A191,yes,1,0,0.3559712231045316
A11,30,A32,A42,3622,A64,A75,4,female_divorced_separated_married,A101,4,A122,57,A143,A151,2,A173,1,A192,yes,1,1,0.5898025765634907
A14,15,A33,A42,960,A64,A74,3,female_divorced_separated_married,A101,2,A122,30,A143,A152,2,A173,1,A191,yes,1,1,0.9757626360886947
A14,12,A34,A40,1163,A63,A73,4,male_single,A101,4,A121,44,A143,A152,1,A173,1,A192,yes,1,1,0.9616185884899884
A12,6,A33,A40,1209,A61,A71,4,male_single,A101,4,A122,47,A143,A152,1,A174,1,A192,yes,0,1,0.6894529195199882
A14,12,A32,A43,3077,A61,A73,2,male_single,A101,4,A123,52,A143,A152,1,A173,1,A192,yes,1,1,0.9606725582068172
A14,24,A32,A40,3757,A61,A75,4,female_divorced_separated_married,A102,4,A124,62,A143,A153,1,A173,1,A192,yes,1,1,0.559857789588485
A14,10,A32,A40,1418,A62,A73,3,male_single,A101,2,A121,35,A143,A151,1,A172,1,A191,no,1,1,0.9617261642221758
A14,6,A32,A40,3518,A61,A73,2,male_single,A103,3,A122,26,A143,A151,1,A173,1,A191,yes,1,1,0.902155033828918
A14,12,A34,A43,1934,A61,A75,2,male_single,A101,2,A124,26,A143,A152,2,A173,1,A191,yes,1,1,0.9450708405158075
A12,27,A30,A49,8318,A61,A75,2,female_divorced_separated_married,A101,4,A124,42,A143,A153,2,A174,1,A192,yes,0,0,0.27751008659207577
A14,6,A34,A43,1237,A62,A73,1,female_divorced_separated_married,A101,1,A122,27,A143,A152,2,A173,1,A191,yes,1,1,0.9729935429032518
A12,6,A32,A43,368,A65,A75,4,male_single,A101,4,A122,38,A143,A152,1,A173,1,A191,yes,1,1,0.8988831629413563
A11,12,A34,A40,2122,A61,A73,3,male_single,A101,2,A121,39,A143,A151,2,A172,2,A191,no,1,1,0.804969223231437
A11,24,A32,A42,2996,A65,A73,2,male_married_widowed,A101,4,A123,20,A143,A152,1,A173,1,A191,yes,0,1,0.6958501745709356
A12,36,A32,A42,9034,A62,A72,4,male_single,A102,1,A124,29,A143,A151,1,A174,1,A192,yes,0,0,0.15623978095373756
A14,24,A34,A42,1585,A61,A74,4,male_single,A101,3,A122,40,A143,A152,2,A173,1,A191,yes,1,1,0.9508613553436168
A12,18,A32,A43,1301,A61,A75,4,male_married_widowed,A103,2,A121,32,A143,A152,1,A172,1,A191,yes,1,1,0.8257897166957009
A13,6,A34,A40,1323,A62,A75,2,male_divorced_separated,A101,4,A123,28,A143,A152,2,A173,2,A192,yes,1,1,0.8307410655408921
A11,24,A32,A40,3123,A61,A72,4,female_divorced_separated_married,A101,1,A122,27,A143,A152,1,A173,1,A191,yes,0,0,0.15264077851545163
A11,36,A32,A41,5493,A61,A75,2,male_single,A101,4,A124,42,A143,A153,1,A173,2,A191,yes,1,1,0.5985132621911416
A13,9,A32,A43,1126,A62,A75,2,male_divorced_separated,A101,4,A121,49,A143,A152,1,A173,1,A191,yes,1,1,0.9077474432833769
A12,24,A34,A43,1216,A62,A72,4,male_single,A101,4,A124,38,A141,A152,2,A173,2,A191,yes,0,1,0.5071888526022867
A11,24,A32,A40,1207,A61,A72,4,female_divorced_separated_married,A101,4,A122,24,A143,A151,1,A173,1,A191,yes,0,0,0.12259586309212966
A14,10,A32,A40,1309,A65,A73,4,male_single,A103,4,A122,27,A143,A152,1,A172,1,A191,yes,0,1,0.9587131568719119
A13,15,A34,A41,2360,A63,A73,2,male_single,A101,2,A123,36,A143,A152,1,A173,1,A192,yes,1,1,0.9857220580210004
A12,15,A31,A40,6850,A62,A71,1,male_single,A101,2,A122,34,A143,A152,1,A174,2,A192,yes,0,0,0.4356067940123936
A14,24,A32,A43,1413,A61,A73,4,male_married_widowed,A101,2,A122,28,A143,A152,1,A173,1,A191,yes,1,1,0.7815829986674233
A14,39,A32,A41,8588,A62,A75,4,male_single,A101,2,A123,45,A143,A152,1,A174,1,A192,yes,1,1,0.9076412128583927
A11,12,A32,A40,759,A61,A74,4,male_single,A101,2,A121,26,A143,A152,1,A173,1,A191,yes,0,1,0.6131987260054639
A14,36,A32,A41,4686,A61,A73,2,male_single,A101,2,A124,32,A143,A153,1,A174,1,A192,yes,1,1,0.9292393704150044
A13,15,A32,A49,2687,A61,A74,2,male_single,A101,4,A122,26,A143,A151,1,A173,1,A192,yes,1,1,0.8825328998461697
A12,12,A33,A43,585,A61,A73,4,male_married_widowed,A102,4,A121,20,A143,A151,2,A173,1,A191,yes,1,0,0.41798080190937925
A14,24,A32,A40,2255,A65,A72,4,male_single,A101,1,A122,54,A143,A152,1,A173,1,A191,yes,1,1,0.8742023711413277
A11,6,A34,A40,609,A61,A74,4,female_divorced_separated_married,A101,3,A122,37,A143,A152,2,A173,1,A191,no,1,1,0.8716563353887363
A11,6,A34,A40,1361,A61,A72,2,male_single,A101,4,A121,40,A143,A152,1,A172,2,A191,no,1,1,0.9303521927759754
A14,36,A34,A42,7127,A61,A72,2,female_divorced_separated_married,A101,4,A122,23,A143,A151,2,A173,1,A192,yes,0,1,0.7118450584243365
A11,6,A32,A40,1203,A62,A75,3,male_single,A101,2,A122,43,A143,A152,1,A173,1,A192,yes,1,1,0.7227798237909014
A14,6,A34,A43,700,A65,A75,4,male_single,A101,4,A124,36,A143,A153,2,A173,1,A191,yes,1,1,0.9780145336070278
A14,24,A34,A45,5507,A61,A75,3,male_single,A101,4,A124,44,A143,A153,2,A173,1,A191,yes,1,1,0.8207992767473098
A11,18,A32,A43,3190,A61,A73,2,female_divorced_separated_married,A101,2,A121,24,A143,A152,1,A173,1,A191,yes,0,1,0.5759982284018409
A11,48,A30,A42,7119,A61,A73,3,male_single,A101,4,A124,53,A143,A153,2,A173,2,A191,yes,0,0,0.11446356662555761
A14,24,A32,A41,3488,A62,A74,3,female_divorced_separated_married,A101,4,A123,23,A143,A152,1,A173,1,A191,yes,1,1,0.9522381700625409
A12,18,A32,A43,1113,A61,A73,4,female_divorced_separated_married,A103,4,A121,26,A143,A152,1,A172,2,A191,yes,1,1,0.7376464336899385
A12,26,A32,A41,7966,A61,A72,2,male_single,A101,3,A123,30,A143,A152,2,A173,1,A191,yes,1,1,0.6540782129390315
A14,15,A34,A46,1532,A62,A73,4,female_divorced_separated_married,A101,3,A123,31,A143,A152,1,A173,1,A191,yes,1,1,0.859341117343978
A14,4,A34,A43,1503,A61,A74,2,male_single,A101,1,A121,42,A143,A152,2,A172,2,A191,yes,1,1,0.9874658558373487
A11,36,A32,A43,2302,A61,A73,4,male_divorced_separated,A101,4,A123,31,A143,A151,1,A173,1,A191,yes,0,0,0.17647522171569707
A11,6,A32,A40,662,A61,A72,3,male_single,A101,4,A121,41,A143,A152,1,A172,2,A192,yes,1,1,0.615345710542924
A12,36,A32,A46,2273,A61,A74,3,male_single,A101,1,A123,32,A143,A152,2,A173,2,A191,yes,1,0,0.4070289051882227
A12,15,A32,A40,2631,A62,A73,2,female_divorced_separated_married,A101,4,A123,28,A143,A151,2,A173,1,A192,yes,0,0,0.4367998916548025
A14,12,A33,A41,1503,A61,A73,4,male_married_widowed,A101,4,A121,41,A143,A151,1,A173,1,A191,yes,1,1,0.9329839191529449
A14,24,A32,A43,1311,A62,A74,4,male_married_widowed,A101,3,A122,26,A143,A152,1,A173,1,A192,yes,1,1,0.9266459689596153
A14,24,A32,A43,3105,A65,A72,4,male_single,A101,2,A123,25,A143,A152,2,A173,1,A191,yes,1,1,0.8906823007313187
A13,21,A34,A46,2319,A61,A72,2,male_divorced_separated,A101,1,A123,33,A143,A151,1,A173,1,A191,yes,0,1,0.5817103259813283
A11,6,A32,A40,1374,A65,A71,4,female_divorced_separated_married,A101,3,A122,75,A143,A152,1,A174,1,A192,yes,1,1,0.724499933068083
A12,18,A34,A42,3612,A61,A75,3,female_divorced_separated_married,A101,4,A122,37,A143,A152,1,A173,1,A192,yes,1,1,0.7880334710763413
A11,48,A32,A40,7763,A61,A75,4,male_single,A101,4,A124,42,A141,A153,1,A174,1,A191,yes,0,0,0.05673527679810026
A13,18,A32,A42,3049,A61,A72,1,female_divorced_separated_married,A101,1,A122,45,A142,A152,1,A172,1,A191,yes,1,1,0.7131791082383788
A12,12,A32,A43,1534,A61,A72,1,male_married_widowed,A101,1,A121,23,A143,A151,1,A173,1,A191,yes,0,1,0.7115587787057065
A14,24,A33,A40,2032,A61,A75,4,male_single,A101,4,A124,60,A143,A153,2,A173,1,A192,yes,1,1,0.7997909166908376
A11,30,A32,A42,6350,A65,A75,4,male_single,A101,4,A122,31,A143,A152,1,A173,1,A191,yes,0,1,0.5491702254072119
A13,18,A32,A42,2864,A61,A73,2,male_single,A101,1,A121,34,A143,A152,1,A172,2,A191,yes,0,1,0.8377232867296955
A14,12,A34,A40,1255,A61,A75,4,male_single,A101,4,A121,61,A143,A152,2,A172,1,A191,yes,1,1,0.9325546536311986
A11,24,A33,A40,1333,A61,A71,4,male_single,A101,2,A121,43,A143,A153,2,A173,2,A191,yes,0,0,0.37259698455154566
A14,24,A34,A40,2022,A61,A73,4,female_divorced_separated_married,A101,4,A123,37,A143,A152,1,A173,1,A192,yes,1,1,0.8282944218933533
A14,24,A32,A43,1552,A61,A74,3,male_single,A101,1,A123,32,A141,A152,1,A173,2,A191,yes,1,1,0.8715649650748324
A11,12,A31,A43,626,A61,A73,4,female_divorced_separated_married,A101,4,A121,24,A141,A152,1,A172,1,A191,yes,0,0,0.23081670422624476
A14,48,A34,A41,8858,A65,A74,2,male_single,A101,1,A124,35,A143,A153,2,A173,1,A192,yes,1,1,0.9792344428075782
A14,12,A34,A45,996,A65,A74,4,female_divorced_separated_married,A101,4,A121,23,A143,A152,2,A173,1,A191,yes,1,1,0.9623853429184293
A14,6,A31,A43,1750,A63,A75,2,male_single,A101,4,A122,45,A141,A152,1,A172,2,A191,yes,1,1,0.8738436728250697
A11,48,A32,A43,6999,A61,A74,1,male_married_widowed,A103,1,A121,34,A143,A152,2,A173,1,A192,yes,0,1,0.7685877329862241
A12,12,A34,A40,1995,A62,A72,4,male_single,A101,1,A123,27,A143,A152,1,A173,1,A191,yes,1,1,0.7162080329298562
A12,9,A32,A46,1199,A61,A74,4,female_divorced_separated_married,A101,4,A122,67,A143,A152,2,A174,1,A192,yes,1,1,0.6600554658419593
A12,12,A32,A43,1331,A61,A72,2,male_single,A101,1,A123,22,A142,A152,1,A173,1,A191,yes,0,1,0.678729678139138
A12,18,A30,A40,2278,A62,A72,3,female_divorced_separated_married,A101,3,A123,28,A143,A152,2,A173,1,A191,yes,0,0,0.24984956923328183
A14,21,A30,A40,5003,A65,A73,1,female_divorced_separated_married,A101,4,A122,29,A141,A152,2,A173,1,A192,yes,0,1,0.6749093821316576
A11,24,A31,A42,3552,A61,A74,3,male_single,A101,4,A123,27,A141,A152,1,A173,1,A191,yes,0,0,0.33464312801768437
A12,18,A34,A42,1928,A61,A72,2,male_single,A101,2,A121,31,A143,A152,2,A172,1,A191,yes,0,1,0.8618955971270166
A11,24,A32,A41,2964,A65,A75,4,male_single,A101,4,A124,49,A141,A153,1,A173,2,A192,yes,1,1,0.7494393147381477
A11,24,A31,A43,1546,A61,A74,4,male_single,A103,4,A123,24,A141,A151,1,A172,1,A191,yes,0,0,0.4655888050734613
A13,6,A33,A43,683,A61,A72,2,female_divorced_separated_married,A101,1,A122,29,A141,A152,1,A173,1,A191,yes,1,1,0.7713783673334316
A12,36,A32,A40,12389,A65,A73,1,male_single,A101,4,A124,37,A143,A153,1,A173,1,A192,yes,0,0,0.4776248346495557
A12,24,A33,A49,4712,A65,A73,4,male_single,A101,2,A122,37,A141,A152,2,A174,1,A192,yes,1,1,0.6444006359098666
A12,24,A33,A43,1553,A62,A74,3,female_divorced_separated_married,A101,2,A122,23,A143,A151,2,A173,1,A192,yes,1,1,0.7185690244976635
A11,12,A32,A40,1372,A61,A74,2,male_divorced_separated,A101,3,A123,36,A143,A152,1,A173,1,A191,yes,0,1,0.5428563079769332
A14,24,A34,A43,2578,A64,A75,2,male_single,A101,2,A123,34,A143,A152,1,A173,1,A191,yes,1,1,0.9905170393489012
A12,48,A32,A43,3979,A65,A74,4,male_single,A101,1,A123,41,A143,A152,2,A173,2,A192,yes,1,1,0.7372052527452858
A11,48,A32,A43,6758,A61,A73,3,female_divorced_separated_married,A101,2,A123,31,A143,A152,1,A173,1,A192,yes,0,0,0.2510514461867561
A11,24,A32,A42,3234,A61,A72,4,female_divorced_separated_married,A101,4,A121,23,A143,A151,1,A172,1,A192,yes,0,0,0.29348422731492213
A14,30,A34,A43,5954,A61,A74,3,male_single,A102,2,A123,38,A143,A152,1,A173,1,A191,yes,1,1,0.9294867029739019
A14,24,A32,A41,5433,A65,A71,2,female_divorced_separated_married,A101,4,A122,26,A143,A151,1,A174,1,A192,yes,1,1,0.9413934508462832
A11,15,A32,A49,806,A61,A73,4,female_divorced_separated_married,A101,4,A122,22,A143,A152,1,A172,1,A191,yes,1,0,0.3975231730779988
A12,9,A32,A43,1082,A61,A75,4,male_single,A101,4,A123,27,A143,A152,2,A172,1,A191,yes,1,1,0.6808136543356813
A14,15,A34,A42,2788,A61,A74,2,female_divorced_separated_married,A102,3,A123,24,A141,A152,2,A173,1,A191,yes,1,1,0.8771251868970795
A12,12,A32,A43,2930,A61,A74,2,female_divorced_separated_married,A101,1,A121,27,A143,A152,1,A173,1,A191,yes,1,1,0.8261719068055956
A14,24,A34,A46,1927,A65,A73,3,female_divorced_separated_married,A101,2,A123,33,A143,A152,2,A173,1,A192,yes,1,1,0.9233631952069259
A12,36,A34,A40,2820,A61,A72,4,male_divorced_separated,A101,4,A123,27,A143,A152,2,A173,1,A191,yes,0,0,0.2176110793815225
A14,24,A32,A48,937,A61,A72,4,male_married_widowed,A101,3,A123,27,A143,A152,2,A172,1,A191,yes,1,1,0.8978119089616519
A12,18,A34,A40,1056,A61,A75,3,male_single,A103,3,A121,30,A141,A152,2,A173,1,A191,yes,0,1,0.7946223935317861
A12,12,A34,A40,3124,A61,A72,1,male_single,A101,3,A121,49,A141,A152,2,A172,2,A191,yes,1,1,0.6820664291618715
A14,9,A32,A42,1388,A61,A73,4,female_divorced_separated_married,A101,2,A121,26,A143,A151,1,A173,1,A191,yes,1,1,0.7873347494827124
A12,36,A32,A45,2384,A61,A72,4,male_single,A101,1,A124,33,A143,A151,1,A172,1,A191,yes,0,0,0.16698858296274535
A14,12,A32,A40,2133,A65,A75,4,female_divorced_separated_married,A101,4,A124,52,A143,A153,1,A174,1,A192,yes,1,1,0.8876333531004903
A11,18,A32,A42,2039,A61,A73,1,female_divorced_separated_married,A101,4,A121,20,A141,A151,1,A173,1,A191,yes,0,0,0.3836000510464027
A11,9,A34,A40,2799,A61,A73,2,male_single,A101,2,A121,36,A143,A151,2,A173,2,A191,yes,1,1,0.5786232919746945
