applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
1839,Male,White,25,18-24,None,Non-veteran,Bachelors,2023-10-17,10,Q4-2023,Finance,Manager_14,Top-100,2.8572336475632176,Medium,20,0,Mid-size,61.20893349380746,87.3860808580454,86.71775616388076,78.5790548840614,54.82301928138871,68.62998578037366,66.25549715189705,56.409325573382674,93.25128339952829,70.41972000093511,LinkedIn,0,None,Tier-1,Middle,0,1,1,,62.64043383981297,69.89095045555783,81.3008451695268,1,68.32253988317314,1,0.5693544990264428,Male,White,18-24,None,Bachelors,Finance,Male
1840,Prefer not to say,Hispanic,43,40-44,None,Non-veteran,Masters,2023-07-11,7,Q3-2023,Product,Manager_9,Regional,2.9581220677089,Medium,7,2,Government,75.72069202557441,79.86294785922468,91.56277002048347,73.64106138008961,37.522917898863895,81.1966259182212,62.213188623124395,70.05722746801798,56.64346373984276,68.8298149757338,Campus Recruiting,1,None,Tier-2,Lower-middle,1,1,1,88246.5797875764,100.0,100.0,78.15020015716378,1,61.2725785288018,1,0.5106048210733484,Prefer not to say,Hispanic,40-44,None,Masters,Product,Prefer not to say
1841,Female,White,52,50-54,Physical,Non-veteran,High School,2023-11-23,11,Q4-2023,Sales,Manager_8,Regional,3.155191674267506,High,1,13,Mid-size,78.0,39.71264423371245,75.48338856826402,75.35147487388825,62.2225277645054,81.78625222789323,72.03059214181549,48.54591461184209,56.380051544422145,76.34153555020472,LinkedIn,0,Strong,Tier-1,Middle,0,2,1,,82.83441865000435,94.0,69.47161350743096,0,34.4507887905707,0,0.28708990658808914,Female,White,50-54,Physical,High School,Sales,Female
1842,Female,White,18,nan,None,Combat Veteran,Bachelors,2023-07-24,7,Q3-2023,Sales,Manager_7,International,3.4471664703061635,Medium,17,14,Startup,27.320012607639867,29.316669096277856,43.79536584566236,51.64705969393423,29.388672934130284,84.02097349114008,54.268647153815,98.13799328173556,64.91693118060604,89.03951423480862,Recruiter,1,Medium,Rural,Low,0,2,1,,35.58458521076467,23.076771344567184,65.766028277918,0,33.85818338302009,0,0.2821515281918341,Female,White,nan,None,Bachelors,Sales,Female
1843,Male,White,33,30-34,None,Non-veteran,High School,2023-12-16,12,Q4-2023,Marketing,Manager_13,Regional,3.203856838010566,Medium,8,12,Tech-Giant,68.0157178798068,67.69213579000244,62.06873236760093,67.59052453963666,100.0,83.18367164629638,100.43123677689928,65.82079454458112,52.288874718544186,50.20356539425136,Direct Application,0,None,Tier-2,Upper-middle,1,2,1,,100.0,100.0,80.45316476747166,1,78.32535631723354,1,0.6527113026436129,Male,White,30-34,None,High School,Marketing,Male
1844,Male,Hispanic,50,45-49,None,Non-veteran,Masters,2023-05-28,5,Q2-2023,Sales,Manager_13,Regional,2.5898821382787927,Medium,9,4,Non-profit,63.1295117537295,35.591593007479034,63.28997327551458,86.34500099876686,73.7669336171406,51.35310065986309,82.31803715540386,58.388554033279654,72.4771480115339,82.81652269911478,Direct Application,0,None,Rural,Low,1,3,3,,100.0,100.0,69.17851403551579,0,54.12952132877318,0,0.45107934440644315,Male,Hispanic,45-49,None,Masters,Sales,Male
1845,Male,White,64,60+,None,Non-veteran,Bachelors,2023-08-30,8,Q3-2023,Engineering,Manager_13,Top-100,3.2078282382312406,Medium,9,6,Unemployed,14.784959246556511,80.36146223351199,50.052445477082,43.17590341097168,62.529137018270546,78.00450556899295,90.47655133170159,95.9990799233497,69.71233306271968,92.83273216447826,Employee Referral,0,None,Tier-3,Upper-middle,0,1,0,98230.25515789683,91.95852302156815,70.14668102795774,71.1172743671048,0,60.51190683821109,1,0.5042658903184257,Male,White,60+,None,Bachelors,Engineering,Male
1846,Female,White,50,45-49,None,Non-veteran,No Diploma,2023-06-15,6,Q2-2023,Engineering,Manager_10,Regional,2.486182315194576,Medium,7,33,Government,49.548148617803164,87.22837632273047,64.03247364535687,69.16978899219653,81.78929863023608,69.78510151255432,58.12460230699233,93.78552587935121,33.492468322947666,78.9217465639876,LinkedIn,1,Weak,Tier-3,Lower-middle,1,3,2,,57.411352443118616,45.56946782805347,69.84496015766436,0,60.3351207599637,1,0.5027926729996975,Female,White,45-49,None,No Diploma,Engineering,Female
1847,Prefer not to say,Black,30,25-29,None,Non-veteran,Masters,2023-09-09,9,Q3-2023,Sales,Manager_14,Top-100,3.2530058348941693,High,0,0,Unemployed,14.604791720496607,68.94267434642305,46.77629637854251,64.588309430154,47.0139880154408,88.70198735758865,71.8460458333563,89.88580562378412,41.378747492596375,69.72798266199398,Employee Referral,1,Weak,International,High,0,1,0,,67.40668703373598,49.45160477007603,65.13735909964983,0,53.71353190783083,0,0.4476127658985902,Prefer not to say,Black,25-29,None,Masters,Sales,Prefer not to say
1848,Male,White,22,18-24,None,Non-veteran,No Diploma,2023-01-06,1,Q1-2023,Finance,Manager_19,Regional,2.3139235661172988,High,19,8,Government,53.93409101471225,89.5994324458784,45.723519579065,54.92290183746579,32.408964959844106,63.86153801654585,55.43563620240222,78.61668554841312,77.19357521468397,52.679817847937734,LinkedIn,0,Weak,Tier-1,Upper-middle,1,0,0,,98.24618056369005,100.0,67.48722428068832,0,57.44625442912352,0,0.47871878690936265,Male,White,18-24,None,No Diploma,Finance,Male
1849,Female,White,56,55-59,None,Non-veteran,Masters,2023-02-14,2,Q1-2023,HR,Manager_3,International,3.4595052901717342,High,4,18,Non-profit,54.179719563314464,69.20991461440374,55.655482659135245,63.78764667545602,82.46785591027323,48.88449112564645,33.60387845081035,88.64770558029544,38.41470919321137,71.39229331002564,Direct Application,1,None,International,Middle,0,0,0,,58.93943445309594,50.250059946930364,61.49123147708316,0,41.427049263362626,0,0.34522541052802186,Female,White,55-59,None,Masters,HR,Female
1850,Male,Asian,64,60+,None,Non-veteran,High School,2023-04-25,4,Q2-2023,Engineering,Manager_1,Regional,3.1743161814507297,Medium,3,7,Mid-size,32.97202090541988,66.50874084949693,61.65509626119977,69.08683091138764,90.99509513360931,78.54906125313823,75.23586542688852,95.63348298385854,86.28160055895535,100.0,Agency,0,None,Tier-1,Upper-middle,1,0,0,,87.35640581346195,92.76900844994631,71.55067725709733,0,59.10714168220562,1,0.49255951401838016,Male,Asian,60+,None,High School,Engineering,Male
1851,Male,White,31,30-34,None,Non-veteran,High School,2023-04-27,4,Q2-2023,Sales,Manager_10,Top-100,3.148826340997218,Low,10,5,Mid-size,67.13817482982492,70.76015287114497,68.60622372502681,58.58560633671882,56.44018194636458,75.9565276375399,95.98067368428738,67.84103419879264,57.22145025983147,52.50690440778109,Recruiter,0,None,Tier-3,Middle,1,0,0,,91.79503768165819,92.55728327381401,79.26534538264443,1,72.4093329602656,1,0.6034111080022133,Male,White,30-34,None,High School,Sales,Male
1852,Male,Asian,23,18-24,None,Combat Veteran,Bachelors,2023-06-03,6,Q2-2023,Operations,Manager_8,Ivy League,2.476940630471966,Medium,7,1,Non-profit,26.25209391681213,64.16205484408125,50.12371167750766,73.9728923927153,66.4697550062676,82.47961950619738,63.624096236315864,84.63785801944506,77.7598261079888,67.73961594557004,LinkedIn,0,Weak,Tier-2,Low,0,4,4,67332.91401882496,79.36785091329216,82.35904394490191,64.67340538590314,0,64.46705437712512,1,0.5372254531427093,Male,Asian,18-24,None,Bachelors,Operations,Male
1853,Female,Black,24,18-24,None,Non-veteran,Associate,2023-04-07,4,Q2-2023,HR,Manager_12,Regional,3.6727662123961142,Medium,8,18,Mid-size,28.269159486077967,92.23388402962891,24.862694475260035,80.27426531613905,41.237288276788746,48.783532111921026,57.25219771566812,66.31501193250051,39.020768263150835,69.05027926004153,Direct Application,0,None,Tier-1,Middle,0,2,1,,76.97291754320919,65.08859274419004,64.9267906868747,0,34.59585241482229,0,0.28829877012351907,Female,Black,18-24,None,Associate,HR,Female
1854,Male,White,22,18-24,Physical,Non-veteran,High School,2023-05-23,5,Q2-2023,Finance,Manager_14,Community,3.4519985710254515,Low,2,5,Mid-size,63.18421308676869,42.768013088962434,81.3689307714516,90.24718570178258,36.80105827856981,70.48262705183681,47.80929872666147,71.71013778670644,57.23057086727857,79.51405851076544,Direct Application,0,None,Rural,Middle,0,3,3,,84.69455975385439,57.01421600888704,70.07134993697049,0,37.615211860937364,0,0.31346009884114473,Male,White,18-24,Physical,High School,Finance,Male
1855,Male,White,33,30-34,None,Non-veteran,Associate,2023-12-04,12,Q4-2023,Finance,Manager_4,Regional,2.735693878642464,Medium,0,3,Non-profit,100.0,77.78406190907582,63.42114537830578,53.55415955853323,81.22641829401043,78.7172643859146,50.233544558803224,67.2046950348294,47.78380883401908,71.6934339425065,Direct Application,0,Medium,Tier-3,Upper-middle,1,4,1,,53.8335038716305,59.80873593058242,65.41314187276545,0,68.44534967480917,1,0.5703779139567431,Male,White,30-34,None,Associate,Finance,Male
1856,Male,White,58,55-59,None,Non-veteran,Associate,2023-03-11,3,Q1-2023,Engineering,Manager_16,Regional,3.2187376109574495,High,12,4,Mid-size,64.53487712628987,88.0,29.687880037967844,60.782005800691365,52.799117427223784,54.24066032075861,59.715479241341356,100.69943222678366,40.25289056345822,115.0,Employee Referral,0,None,Rural,Low,1,2,0,83746.27273524187,92.70939154907057,100.0,71.2673352140348,0,54.776888879447014,0,0.4564740739953918,Male,White,55-59,None,Associate,Engineering,Male
1857,Male,Asian,59,55-59,None,Non-veteran,PhD,2023-03-07,3,Q1-2023,Engineering,Manager_2,Top-20,2.6994348353461737,Medium,1,13,Startup,85.0,46.49895689940696,18.41467701715574,76.82100288784012,52.52720217611313,43.692855917913604,74.90021549456316,91.82053881425098,58.328292340486826,66.73887970600663,Direct Application,0,None,Rural,Low,0,3,3,107407.82439357601,61.840972533337464,81.06362679767568,63.501897784326545,0,51.520404671975726,0,0.4293367055997977,Male,Asian,55-59,None,PhD,Engineering,Male
1858,Female,White,52,50-54,None,Non-veteran,Bachelors,2023-05-31,5,Q2-2023,Operations,Manager_20,Regional,2.2572102863858934,Low,14,21,Tech-Giant,54.53810936793755,63.44561605022339,40.30450066179895,81.51172268456264,14.453485676236085,68.40483173690592,62.68776636712158,81.90708512778974,68.34231173650414,74.72476712113395,Direct Application,0,None,Tier-2,Low,1,0,0,20760.38258716354,63.565508173092255,34.82731248763393,68.40409533854968,0,33.91466058274889,0,0.2826221715229074,Female,White,50-54,None,Bachelors,Operations,Female
1859,Female,White,62,60+,None,Combat Veteran,PhD,2023-02-22,2,Q1-2023,Marketing,Manager_4,For-profit,3.9160393282498105,Medium,10,14,Unemployed,14.62786067978572,75.04964459709589,51.37211990457602,90.67439202833037,70.0,35.88476433231288,80.99972122130147,41.400777621570256,96.33565457271096,72.18788949335932,Direct Application,0,None,Tier-2,Lower-middle,0,0,0,139943.4194904598,100.0,94.0,69.89500437296573,0,42.57764393149381,0,0.35481369942911506,Female,White,60+,None,PhD,Marketing,Female
1860,Female,Indigenous,51,50-54,None,Non-veteran,PhD,2023-05-11,5,Q2-2023,Engineering,Manager_13,Community,2.9660544114705742,Medium,6,14,Mid-size,56.37289631622127,99.59682633316466,51.36438638897921,72.04251424134381,65.0030713706317,60.02559900972172,29.3337813159432,70.94897233353107,50.50978446546705,71.46127602936997,Recruiter,0,Weak,Tier-1,Upper-middle,1,2,2,136360.05397456564,63.6630338590258,43.62155276061966,62.38869536368523,0,29.548748690497604,0,0.24623957242081337,Female,Indigenous,50-54,None,PhD,Engineering,Female
1861,Female,Asian,22,18-24,None,Non-veteran,High School,2023-06-29,6,Q2-2023,Finance,Manager_1,For-profit,3.0795066290987796,Irrelevant,13,12,Mid-size,66.59115366252016,68.49331756600317,57.726007090790475,56.59422746972138,59.89318641598878,69.14935087149593,57.07461136822127,75.53409184441209,100.0,81.89781976225612,Recruiter,0,None,Tier-1,Upper-middle,0,2,1,91508.85232751118,97.63974733202937,76.79045424000665,69.98211998244903,0,54.4413613349802,0,0.453678011124835,Female,Asian,18-24,None,High School,Finance,Female
1862,Female,White,57,55-59,None,Non-veteran,Professional,2023-01-24,1,Q1-2023,HR,Manager_11,Top-100,3.387831330138691,High,10,16,Government,63.385602532196884,60.80996367121428,52.02220730936051,72.25995070228753,100.0,61.795335180348545,68.41042491274044,69.225069826311,70.47926687290301,69.36592314819656,Recruiter,0,None,Tier-3,Lower-middle,0,2,1,60299.19802673826,73.69938178326248,27.733574854282516,71.75351118437106,0,51.22403475995115,0,0.42686695633292626,Female,White,55-59,None,Professional,HR,Female
1863,Male,White,18,nan,None,Combat Veteran,Associate,2023-10-16,10,Q4-2023,Marketing,Manager_20,Regional,2.8954203865454122,High,4,6,Mid-size,60.24815828466521,59.28975732216312,42.5136601114844,82.21428079929827,46.45440273268159,72.8636605110368,103.87592767866076,105.15660169273293,66.02278958974216,81.29574265286618,Employee Referral,0,Medium,Tier-1,Middle,1,0,0,77218.0508254152,86.53317810999765,85.42133961895715,79.78866555227067,1,85.73694887274328,1,0.7144745739395274,Male,White,nan,None,Associate,Marketing,Male
1864,Female,Hispanic,55,50-54,None,Combat Veteran,High School,2023-05-18,5,Q2-2023,Sales,Manager_7,Top-100,2.6383351492813834,Low,3,13,Non-profit,55.52318271180158,68.75752814472177,82.8972550493981,70.73082264837305,53.90997523806049,49.574421478774454,86.32705101155574,98.13799328173556,100.0,69.36483136357849,Career Fair,0,None,Tier-1,Middle,0,3,0,,59.783369159364014,65.48630591858095,74.96228204841071,0,49.12593632307227,0,0.4093828026922689,Female,Hispanic,50-54,None,High School,Sales,Female
1865,Female,Black,33,30-34,None,Non-veteran,Masters,2023-09-06,9,Q3-2023,HR,Manager_14,Regional,3.337965597830436,Irrelevant,6,13,Mid-size,90.0,65.30602469730002,76.16631339250002,79.24285738563268,67.7854591256871,75.9827228053908,33.054130774900756,54.98108086239395,66.62929726074398,50.24917701792012,Campus Recruiting,1,Strong,Tier-2,Lower-middle,0,3,3,,74.3438107043292,54.58231096810944,69.61821047334753,0,43.80634017679128,0,0.365052834806594,Female,Black,30-34,None,Masters,HR,Female
1866,Male,White,42,40-44,None,Non-veteran,Bachelors,2023-10-26,10,Q4-2023,Marketing,Manager_15,Community,3.0703812935977064,Medium,4,6,Mid-size,76.88850523923124,72.53642584446904,71.79867455523558,53.64094825668094,18.585286877491967,55.0858343165262,76.01108224033487,94.40067915117439,62.889187330904264,96.63386560801776,Employee Referral,0,None,Tier-2,Lower-middle,1,0,0,,100.0,77.38925251079428,73.76782887770239,0,66.7572942577643,1,0.5563107854813691,Male,White,40-44,None,Bachelors,Marketing,Male
1867,Female,Mixed,53,50-54,Physical,Non-veteran,PhD,2023-07-25,7,Q3-2023,Operations,Manager_19,Community,3.0014204124959245,High,14,16,Tech-Giant,47.06555902643163,80.43271843858105,27.512066255058905,61.84281463413095,5.875551321294978,86.7472555264235,77.0,86.01786093606103,67.67296271453837,59.69678050171221,Direct Application,1,None,Tier-2,Middle,1,2,1,100747.70517341919,100.0,84.18889743463963,73.28301155807742,0,15.628203545603249,0,0.13023502954669375,Female,Mixed,50-54,Physical,PhD,Operations,Female
1868,Non-binary,Middle Eastern,38,35-39,None,Non-veteran,PhD,2023-01-05,1,Q1-2023,Engineering,Manager_18,Regional,3.563232189180078,Medium,8,3,Startup,35.52444981999028,59.68598254146352,62.402608812420745,94.46681547150702,36.69464528414472,62.89972979674407,48.27173237067864,54.56425270395883,75.92310288312004,85.54547512700314,Campus Recruiting,1,Strong,Tier-3,Middle,0,2,0,55613.181923236814,75.85261174153086,100.0,67.38805197520874,0,30.30376410182226,0,0.2525313675151855,Non-binary,Middle Eastern,35-39,None,PhD,Engineering,Non-binary
1869,Female,Mixed,20,18-24,None,Prefer not to say,High School,2023-10-20,10,Q4-2023,Engineering,Manager_1,International,4.0,High,9,30,Startup,34.19579630164611,76.17514841229384,34.05428141332993,66.55530787537026,100.0,57.1545276907361,63.72734964852057,64.49581012639983,66.28199222617866,74.70288452220728,Campus Recruiting,0,Weak,Tier-1,Middle,0,5,1,,89.18181790046185,53.03683316310112,66.8502417051628,0,52.50303195437523,0,0.43752526628646027,Female,Mixed,18-24,None,High School,Engineering,Female
1870,Male,White,36,35-39,None,Non-veteran,Masters,2023-08-19,8,Q3-2023,Engineering,Manager_10,International,2.8732416495458466,High,2,2,Unemployed,31.701360831914783,92.11588976905806,51.86199840908145,103.58580572978636,55.533832815818144,69.67631571189264,45.62192397012739,100.0,79.10904928608674,72.45562819685699,Recruiter,1,Medium,Tier-1,Low,1,2,2,7438.925496674812,82.80061259370429,76.16481279037794,70.21369907540563,0,56.87315026536635,0,0.4739429188780529,Male,White,35-39,None,Masters,Engineering,Male
1871,Female,Middle Eastern,29,25-29,None,Non-veteran,High School,2023-10-15,10,Q4-2023,Operations,Manager_2,Regional,3.300193068518409,Medium,0,19,Startup,51.54167715073489,67.0039014912333,58.2635903275318,65.2630759945284,52.70753702977795,89.24561479315338,56.5029872865549,75.56937438555182,52.97257400329327,71.99556910564192,Employee Referral,1,None,Tier-3,Upper-middle,1,1,1,,71.26414720869866,74.90282984142237,66.1398894420646,0,50.212439121990116,0,0.41843699268325096,Female,Middle Eastern,25-29,None,High School,Operations,Female
1872,Male,Hispanic,28,25-29,Multiple,Non-veteran,Associate,2023-01-30,1,Q1-2023,Finance,Manager_4,Regional,1.823645337644115,Irrelevant,1,6,Mid-size,69.02859175698718,58.75509006961107,73.26350719166534,84.33503813595885,41.00813511179287,56.102239363291076,45.24999860199617,89.47612858884455,93.60142189222344,70.39337990900336,LinkedIn,0,Medium,Tier-1,Upper-middle,1,1,1,53827.140954413626,91.77341216236363,34.21913302129964,61.99903582334005,0,42.29793080616699,0,0.35248275671805823,Male,Hispanic,25-29,Multiple,Associate,Finance,Male
1873,Male,White,60,55-59,None,Non-veteran,High School,2023-06-18,6,Q2-2023,Product,Manager_11,Regional,3.627464280258875,High,2,1,Government,48.062127226601035,88.18992534936667,55.8404324040156,70.40461900057093,75.95025416973681,36.2993240837793,69.79408213478624,100.0,84.8687220854305,77.66757593115067,Campus Recruiting,1,None,Tier-1,Middle,0,1,1,,52.659757517769464,48.047290219138944,72.08079089161268,0,60.716805906407004,1,0.5059733825533917,Male,White,55-59,None,High School,Product,Male
1874,Female,White,28,25-29,None,Non-veteran,PhD,2023-03-25,3,Q1-2023,Finance,Manager_18,Regional,3.211429847839967,Low,0,17,Startup,37.67438060095316,73.76096242895996,40.55075373607929,56.26279327535835,86.02596350820912,81.44046755720628,66.1151206806052,35.81585637219981,93.0821813049117,76.5337828463353,Direct Application,1,None,Tier-3,Lower-middle,0,1,0,-10684.900411540104,68.07362014088208,51.414742482246986,56.84162372495516,0,47.14737458894422,0,0.39289478824120183,Female,White,25-29,None,PhD,Finance,Female
1875,Female,Hispanic,35,30-34,Multiple,Non-veteran,Associate,2023-01-01,1,Q1-2023,Engineering,Manager_7,Top-100,1.9877249734397935,High,3,18,Tech-Giant,62.70210562458021,35.77642073732395,51.38964701744896,82.10348362173241,31.9908856078115,52.141469672910546,40.886209972659785,90.5950936665604,57.579566435934154,99.05237322209004,Direct Application,0,Weak,Tier-1,Middle,1,0,0,134652.17167140197,72.11400715120045,45.685629769134685,55.857936795537974,0,27.17020471252375,0,0.22641837260436457,Female,Hispanic,30-34,Multiple,Associate,Engineering,Female
1876,Male,White,62,60+,Sensory,Non-veteran,Professional,2023-04-16,4,Q2-2023,Operations,Manager_4,Top-20,2.5231687923656163,High,22,11,Mid-size,50.1497569392276,70.71739093751468,51.330685545041916,52.80930028193339,-11.927837557510955,55.4258115529108,84.10363570297699,117.86075136431978,41.310105642651195,51.5837111456323,Employee Referral,0,Medium,Tier-1,Middle,1,3,3,,70.75633148930984,78.72977264590511,78.47197651202347,1,46.89336057529846,0,0.3907780047941538,Male,White,60+,Sensory,Professional,Operations,Male
1877,Female,White,44,40-44,None,Non-veteran,High School,2023-01-17,1,Q1-2023,Marketing,Manager_3,Regional,2.8283812005902003,Low,4,12,Fortune-500,88.0,68.18291180770835,17.80490714624802,65.00742497484177,82.8644642120997,78.44144567786302,43.58028753926051,75.46037140284447,72.11677391254372,88.37408546315349,Employee Referral,0,Medium,Tier-1,Lower-middle,0,4,4,,80.75891492696826,75.33983396690246,60.63770590653856,0,62.5404528395624,1,0.5211704403296866,Female,White,40-44,None,High School,Marketing,Female
1878,Male,Hispanic,40,35-39,None,Non-veteran,High School,2023-02-20,2,Q1-2023,Marketing,Manager_2,Top-100,3.6132830032688936,Low,3,4,Fortune-500,52.63997669108052,77.88516523628086,82.75970749439212,78.73750378189854,11.856813927298688,94.70691635703858,74.99333339064309,63.049402856969316,71.35391764271397,100.0,LinkedIn,0,Weak,Tier-1,Middle,0,2,1,,36.66527553350778,46.146559471649596,79.37533747827301,1,56.56205986584348,0,0.471350498882029,Male,Hispanic,35-39,None,High School,Marketing,Male
1879,Non-binary,White,23,18-24,None,Non-veteran,Masters,2023-01-01,1,Q1-2023,Sales,Manager_7,Regional,2.8811842759762905,Irrelevant,8,16,Mid-size,31.322462423364982,91.01933205878991,75.3365739461033,96.9714651628809,22.789768592946594,68.45507584636292,63.17182256660672,80.0499384315202,66.7357848981539,77.43776343470236,LinkedIn,0,Weak,Tier-2,Lower-middle,1,4,4,101469.02262233206,82.46441281496799,100.0,76.32852802431256,1,49.33741218235144,0,0.4111451015195954,Non-binary,White,18-24,None,Masters,Sales,Non-binary
1880,Male,Asian,23,18-24,None,Non-combat Veteran,Bachelors,2023-09-18,9,Q3-2023,Sales,Manager_2,Regional,3.133096772137263,Medium,0,2,Fortune-500,59.50732714288057,48.65278933697349,29.961108578564847,84.46316491169509,38.270298514691234,78.14004251259729,97.71891588005387,84.16692747028084,27.246656721932077,100.0,Recruiter,0,Weak,Tier-1,Prefer not to say,1,1,0,121827.21396060145,31.8267474364822,30.285920189821194,72.80996114601136,0,70.66736005035625,1,0.5888946670863021,Male,Asian,18-24,None,Bachelors,Sales,Male
1881,Non-binary,White,55,50-54,Physical,Non-veteran,No Diploma,2023-01-13,1,Q1-2023,Product,Manager_9,Top-100,2.5437901533537937,Low,25,3,Mid-size,31.651280373586033,64.17354335418044,67.93525507671123,81.69561369219039,36.0276013549652,66.25901127313593,80.41084794688821,63.34453963696534,80.96341751940115,65.45654797983688,Career Fair,0,Weak,Tier-1,Upper-middle,0,1,0,112985.04763113007,90.10563304782583,60.006919288435796,77.84341818432748,1,22.62790987185342,0,0.1885659155987785,Non-binary,White,50-54,Physical,No Diploma,Product,Non-binary
1882,Female,Hispanic,28,25-29,None,Combat Veteran,High School,2023-08-27,8,Q3-2023,Engineering,Manager_12,Top-100,3.385291253006237,Medium,6,15,Non-profit,-7.820471530067238,76.44487699492255,76.47646145049823,84.66242454882081,43.8505477439075,52.67727732367183,85.37165707292831,63.157373394841386,95.25859410997909,85.81948528320655,Direct Application,0,None,Tier-1,Middle,0,2,1,,95.98580034521359,94.0,70.6028280024629,0,43.70709190499425,0,0.3642257658749521,Female,Hispanic,25-29,None,High School,Engineering,Female
1883,Male,White,31,30-34,None,Non-veteran,Bachelors,2023-10-24,10,Q4-2023,Finance,Manager_7,Regional,3.245566593668766,Low,13,2,Mid-size,61.44756757575731,92.08083992474417,54.436037464955476,104.15684549808724,97.57971891861966,99.75923394024933,69.66525356229444,43.51346406097271,79.44331908505018,36.27484374815917,LinkedIn,0,Medium,Tier-1,Middle,0,3,2,,78.54290897358948,96.65702714394979,82.5587404095622,1,72.88109023552967,1,0.607342418629414,Male,White,30-34,None,Bachelors,Finance,Male
1884,Female,White,56,55-59,None,Non-veteran,Bachelors,2023-01-17,1,Q1-2023,Finance,Manager_20,Regional,3.743506416979233,Medium,0,36,Startup,14.186765011345294,37.58896616848111,69.02147477846674,73.19893936726345,35.26770630343669,84.41968926842412,84.63543787578806,105.60930150223916,100.0,95.49904047524629,Direct Application,0,None,Tier-1,Middle,0,1,0,53211.25915814829,62.81948113038973,27.88245433783581,73.18452017469016,0,45.269755420048824,0,0.3772479618337402,Female,White,55-59,None,Bachelors,Finance,Female
1885,Male,White,49,45-49,None,Non-veteran,No Diploma,2023-06-14,6,Q2-2023,HR,Manager_20,International,2.698750320144848,Low,4,0,Startup,34.54517022078395,88.40749273762022,81.02258504283967,34.278514277243566,83.17323886706738,46.30429689804417,73.33299349466199,85.85000952810931,83.43710029329705,49.43767609320608,Direct Application,0,None,International,High,0,1,0,,55.37054209711094,55.87907950687183,63.801480201542205,0,64.66304951432501,1,0.5388587459527084,Male,White,45-49,None,No Diploma,HR,Male
1886,Female,Black,26,25-29,None,Non-veteran,Associate,2023-05-23,5,Q2-2023,Engineering,Manager_9,Regional,2.361088971642498,High,14,18,Unemployed,66.70587334364058,77.3403180842416,39.46921973216928,73.72227198336803,23.126798613034097,60.47359702872388,72.8997494628511,48.55161125679591,86.05441791326125,75.42510967720237,Recruiter,0,Weak,Tier-2,Low,0,2,1,52752.52898722305,96.41786243578578,62.92501453762466,67.51029841630898,0,32.498207761275644,0,0.27081839801063035,Female,Black,25-29,None,Associate,Engineering,Female
1887,Female,White,48,45-49,None,Non-veteran,Associate,2023-08-01,8,Q3-2023,Finance,Manager_12,Regional,3.5196029093242718,Medium,4,19,Mid-size,49.23967447571275,70.75629118766162,81.06565044548427,84.1350357158182,113.67859637699787,60.231069744078255,54.93820583954751,52.33676779133559,79.07415230093513,71.79396288728023,Career Fair,0,Strong,Tier-2,Middle,0,0,0,83853.61839437069,51.46429786984196,38.88199197977654,69.69675707754665,0,59.813811136217595,1,0.4984484261351466,Female,White,45-49,None,Associate,Finance,Female
1888,Male,White,19,18-24,None,Non-veteran,Bachelors,2023-06-27,6,Q2-2023,Finance,Manager_9,Regional,3.5095885629618984,Medium,6,10,Unemployed,25.626537803435774,88.14495665930016,40.48831811260885,80.81936583398728,68.79207840911808,54.66159047662883,58.6180433772643,56.312011187035566,21.86436892906371,96.6829655780916,Career Fair,0,None,International,Upper-middle,0,4,0,134896.24281322688,52.07226883470862,58.28639488416673,64.2176130146034,0,57.18025436688117,0,0.47650211972400974,Male,White,18-24,None,Bachelors,Finance,Male
1889,Prefer not to say,Asian,37,35-39,None,Non-veteran,Bachelors,2023-10-03,10,Q4-2023,HR,Manager_8,Regional,3.1388763259111614,Medium,8,0,Mid-size,63.57498036333229,75.80947844036106,76.75950194546579,69.78868199367287,60.91206088864408,74.01015992772533,100.87809085567812,48.33464393642876,89.42241418306405,75.89007414743283,Recruiter,0,Medium,International,Middle,0,2,0,,62.22895893733073,72.10610917045669,79.84841462557918,1,73.6698782236433,1,0.6139156518636941,Prefer not to say,Asian,35-39,None,Bachelors,HR,Prefer not to say
1890,Male,Black,28,25-29,Cognitive,Non-veteran,Associate,2023-08-13,8,Q3-2023,Marketing,Manager_14,Top-100,3.6805909162349337,Medium,7,17,Mid-size,76.32444325615079,52.67502734491306,80.07620241430052,100.0,52.53101444957562,58.47852528751625,54.53129244324501,54.53137922935312,100.0,80.35561841638844,Direct Application,0,Strong,Tier-2,Lower-middle,0,0,0,83152.93321314476,100.0,74.4619612379481,76.00062528393671,1,40.95358958955936,0,0.34127991324632795,Male,Black,25-29,Cognitive,Associate,Marketing,Male
