group,race,neighborhood,time_of_day,vehicle_type,prior_stops,y_true,y_pred,y_prob
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.19502928122395743
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,1,1,0.9497481915670013
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5022541721508841
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.47075645896598717
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.4970079502099945
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6400153466795693
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.23614964408051783
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6457913090767065
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,1,0.4817472185161663
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.43540483169400174
White_Low_Income,White,Low_Income,Night,SUV,2,0,0,0.49042942769529196
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.5645072181794468
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.6747530009066819
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.4946373284011837
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,0,0.33024270182794935
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,3,1,1,0.561452914126278
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.4419882122988025
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4599323660294645
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,4,0,0,0.4390392792333285
Black_Mixed,Black,Mixed,Night,Sedan,2,0,0,0.49517087796915127
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,1,1,1,0.6746580486940392
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5118078704346438
White_Affluent,White,Affluent,Night,Luxury,1,0,0,0.2096572817672713
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.33741823283615624
White_Low_Income,White,Low_Income,Night,SUV,3,1,1,0.628186763936754
White_Mixed,White,Mixed,Day,Luxury,4,0,0,0.47908648113471486
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.43098676166517363
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,0,0,0.44577803322018433
White_Mixed,White,Mixed,Night,SUV,3,1,1,0.5534420347425177
White_Affluent,White,Affluent,Night,Sedan,4,1,1,0.43308416293620855
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.3283875331700673
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.25491593832234594
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.3266857293163457
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.07252558715567506
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.3449525156087978
Black_Low_Income,Black,Low_Income,Day,SUV,3,1,1,0.7880370321986969
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,1,0.4830682412874847
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.6426767077095079
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.2834608654147531
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.6533148081258062
White_Low_Income,White,Low_Income,Day,SUV,3,0,0,0.4954593727886874
White_Mixed,White,Mixed,Day,Sedan,0,1,1,0.5910180461648507
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.34990865473779864
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.32031274645625896
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,0,0,0.6243407395230566
White_Low_Income,White,Low_Income,Day,SUV,0,0,0,0.33361499801384464
White_Mixed,White,Mixed,Day,Sedan,1,1,1,0.5316541641225092
Black_Mixed,Black,Mixed,Night,SUV,3,0,0,0.47176436259525867
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.44878662323093244
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.23238202146300926
White_Low_Income,White,Low_Income,Night,Sedan,0,1,1,0.5709367742642427
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.3364580714218539
White_Mixed,White,Mixed,Night,Sedan,2,1,1,0.654584466248946
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,3,0,0,0.6163408039804443
Black_Mixed,Black,Mixed,Day,SUV,4,0,0,0.4768149769254985
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.42296812956956414
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.25860753871376374
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.3226967282672605
White_Affluent,White,Affluent,Night,SUV,4,1,1,0.4068471436217631
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.47667122423362374
Black_Mixed,Black,Mixed,Night,SUV,2,1,1,0.5875924510469804
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.24236657421658356
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.2940414020776173
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.44791746135743754
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.7419025848358286
White_Affluent,White,Affluent,Night,SUV,0,1,1,0.45183169649793176
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.3859547225477447
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.46301114451882447
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.3530986468557161
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.25526281442677157
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.4059202995546518
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.06779920176242427
Black_Low_Income,Black,Low_Income,Day,Sedan,2,0,0,0.6545348223505085
White_Low_Income,White,Low_Income,Day,Sedan,2,1,1,0.5131823916488167
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,0,0.6321510152530656
Black_Mixed,Black,Mixed,Night,SUV,3,1,1,0.5580584884305165
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,1,0.5936837943405828
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,1,1,0.5184438869305261
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6067593052504252
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,4,0,0,0.41408244604165517
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.15489068836037725
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.6677337201346263
Black_Low_Income,Black,Low_Income,Day,Sedan,3,0,1,0.6195785653335504
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.6018452695728759
Black_Mixed,Black,Mixed,Night,Sedan,2,1,1,0.5445823887590969
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.4906066666035513
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.7317271498489754
White_Low_Income,White,Low_Income,Day,Luxury,1,1,1,0.6219480240214623
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,0,0,0,0.059824769935633876
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.539127845182733
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.1367368088710886
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.3163490889209966
Black_Mixed,Black,Mixed,Night,Luxury,2,0,0,0.4769374175657417
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,0,0,0.6334069810713394
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.5449707710794404
White_Affluent,White,Affluent,Night,Luxury,2,0,0,0.20068279852103013
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6713356561828491
White_Mixed,White,Mixed,Day,SUV,1,1,1,0.5736682109089901
White_Low_Income,White,Low_Income,Day,Luxury,3,0,0,0.43513326893921045
Black_Affluent,Black,Affluent,Night,Sedan,0,0,0,0.44359562960028964
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.4641218339086744
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.20248149169852434
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.33473273661502384
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6078430394723482
White_Mixed,White,Mixed,Night,SUV,2,1,1,0.5310597136162786
Black_Affluent,Black,Affluent,Night,Sedan,2,1,1,0.6027694597376458
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5233968707316485
White_Affluent,White,Affluent,Night,Sedan,5,0,0,0.27824739452356195
White_Mixed,White,Mixed,Day,Luxury,3,0,0,0.27782212620716673
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.7349172952413983
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,3,0,0,0.4452466649917034
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,3,0,0,0.47520715819093495
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.4024883054683226
Black_Mixed,Black,Mixed,Night,SUV,2,1,1,0.5152534973348968
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5997750376703488
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.5554312134891595
White_Low_Income,White,Low_Income,Night,Sedan,1,0,0,0.4745855134343262
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,3,0,0,0.6282076473144642
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.5803033601808866
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.4867325882707155
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7421841528815527
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.424695450160532
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.4447118333388114
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.47937863091508026
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,4,1,1,0.8136834780732629
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.2300114374988004
White_Low_Income,White,Low_Income,Night,SUV,3,1,1,0.6590690746886058
Black_Low_Income,Black,Low_Income,Day,Luxury,1,1,1,0.7247790355910944
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.08910180789459593
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,0,0,0.43987134037621184
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.1958259386485244
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.8237978734033119
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.2337328770719296
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.39061882804842296
White_Mixed,White,Mixed,Night,Sedan,4,1,1,0.5420225040898101
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.2297928987961075
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,1,1,0.7391094286590333
Black_Affluent,Black,Affluent,Night,SUV,2,0,0,0.3653050553262062
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.19826391936628798
White_Low_Income,White,Low_Income,Day,SUV,4,1,1,0.5437101627882036
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.34616209326953584
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.18910996224161838
White_Mixed,White,Mixed,Night,Luxury,2,1,1,0.5651567298317064
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.44784732320296594
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.11119691117376232
White_Affluent,White,Affluent,Night,Sedan,0,1,1,0.4083149043861042
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.4210553682651744
White_Mixed,White,Mixed,Day,SUV,5,1,1,0.5121876167512955
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.38255508650903286
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.1951157630878193
White_Mixed,White,Mixed,Day,Sedan,5,1,1,0.5270679577414819
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.43550182317341096
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.39385520858343126
Black_Mixed,Black,Mixed,Night,Sedan,2,0,0,0.39412731141791935
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.37544582959918144
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5722989507257464
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,0,0,0.26790021174573947
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.35435870463925634
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.9374382335063344
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.1149996600492939
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.4125804841794305
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.29226038183580716
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,0,0,0.46170897055599214
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,0,0,0,0.39974501052496786
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.27235829069209205
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.7485827852730352
Black_Affluent,Black,Affluent,Day,SUV,1,0,0,0.39702978760718693
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,0,0,0.46515194082523736
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,1,1,0.603961209475932
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.8873253046544165
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.5465289553338366
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.42657741552152734
Black_Low_Income,Black,Low_Income,Day,SUV,5,1,1,0.7785854926961204
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.7507637902584003
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,1,1,0.769606936314999
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.43250456837437357
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.3527271289184992
White_Low_Income,White,Low_Income,Day,Luxury,2,1,1,0.5566389116070745
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.40895030059300563
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.4333362283517912
White_Low_Income,White,Low_Income,Day,SUV,2,1,1,0.6256683498333915
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,0,0,0.5800016032859465
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,4,0,1,0.6073003651579237
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,1,1,0.7232650098812927
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.34605312885384054
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.619609477595552
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.4135980294767058
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.4137230191817878
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5454365910363701
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.21792516396512754
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.460122701945908
White_Low_Income,White,Low_Income,Night,Sedan,4,1,1,0.7075949581987242
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.26372770971859383
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.545971091125559
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,1,1,0.5538715697145778
Hispanic_Mixed,Hispanic,Mixed,Night,Luxury,2,0,1,0.6070834566183985
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.5826439263364537
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.2062619332213098
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,5,0,0,0.41968320301590717
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.486279821208444
White_Low_Income,White,Low_Income,Night,Sedan,0,1,1,0.5053725713811877
White_Low_Income,White,Low_Income,Night,SUV,0,1,1,0.665560825209478
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.43544841197602513
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,0,0.4496054790440639
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.5873549075093036
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.28696731084667837
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.3489272653287002
Black_Affluent,Black,Affluent,Day,SUV,4,0,0,0.11577928917352426
White_Low_Income,White,Low_Income,Night,Luxury,2,1,1,0.682247865731725
Black_Affluent,Black,Affluent,Night,Sedan,3,0,0,0.37847505784403057
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5907813448923904
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.28631564099395257
Black_Mixed,Black,Mixed,Night,Luxury,0,0,0,0.45742892827567444
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.3281206063391586
White_Mixed,White,Mixed,Night,SUV,3,1,1,0.5871253295382176
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,5,1,1,0.5226665053978682
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,0,0,0.5387716774847797
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,0,0,0,0.35889867623275473
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,1,1,0.8009538598456685
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.40478134304021646
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.3334844505908612
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.2611044759307417
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,0,0.4659031485055649
Hispanic_Affluent,Hispanic,Affluent,Night,Luxury,2,0,0,0.6277825168267841
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.35125394397159954
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.8007472785706626
Black_Mixed,Black,Mixed,Night,SUV,1,1,1,0.635453986978026
Black_Low_Income,Black,Low_Income,Day,Sedan,1,0,1,0.5840944818826006
Black_Mixed,Black,Mixed,Night,Sedan,0,0,0,0.3097192631970658
White_Low_Income,White,Low_Income,Day,SUV,1,0,0,0.34168855237637275
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.345073620012787
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.23657309725991332
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,1,1,0.6507624266387282
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.42140802017993095
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.3903339875512578
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.28051228204984024
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,4,0,0,0.4210550283313442
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.2901172863813516
White_Mixed,White,Mixed,Night,Sedan,2,1,1,0.5052776609388006
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.28038917038062794
White_Low_Income,White,Low_Income,Day,Sedan,3,0,0,0.4867279677604129
Black_Mixed,Black,Mixed,Night,Sedan,1,0,0,0.4039977918571979
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.3345514476595211
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,0,0,0.626702817154108
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.5862637258837016
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.45561162022311674
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.28728237514651905
Black_Mixed,Black,Mixed,Night,Sedan,3,1,1,0.5566992456733628
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.44115237726745365
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,0,0,0,0.2683755518498259
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.33858476215736266
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4730100936050962
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.3469375984772127
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,2,1,1,0.5146498106713653
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.3922362342018098
Hispanic_Affluent,Hispanic,Affluent,Night,Luxury,2,0,0,0.5710013466271857
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.40980985625277006
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.8328805792051119
Black_Affluent,Black,Affluent,Night,SUV,0,0,0,0.23521404268911664
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.4082451846924525
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.21413514837897227
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.9368720004318871
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.29400880020702125
White_Affluent,White,Affluent,Day,SUV,4,0,0,0.2722037418863328
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,3,0,0,0.4925682461622606
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.24664544641984978
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.4624056418468241
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.45786618719317246
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.25563589890314153
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.3149290562328916
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.3662131673285959
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,0,1,1,0.6745291584958898
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.34683841522426806
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.30395748071746426
Black_Low_Income,Black,Low_Income,Day,SUV,5,1,1,0.7836714139467391
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.42272235967654814
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.10563049786671053
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.2380543770588001
White_Mixed,White,Mixed,Day,SUV,4,0,0,0.3577178359134745
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.34278506162073785
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.3537461610157094
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.33232911839930723
Black_Affluent,Black,Affluent,Night,Luxury,2,0,0,0.22802787241953604
White_Mixed,White,Mixed,Night,Sedan,4,0,0,0.36479921481218314
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8030189382055177
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.597221964079658
Black_Low_Income,Black,Low_Income,Day,Sedan,0,0,1,0.5890636546299983
Black_Affluent,Black,Affluent,Day,SUV,5,0,0,0.4467758697014757
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.4303660944866066
Hispanic_Affluent,Hispanic,Affluent,Day,Luxury,2,0,0,0.3557422638765346
Black_Mixed,Black,Mixed,Night,Sedan,0,1,1,0.5075866484332348
White_Affluent,White,Affluent,Day,SUV,4,0,0,0.19327295495333116
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,0,0,0,0.17012915584514487
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.2467976064329564
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.4208443484341287
White_Low_Income,White,Low_Income,Day,Luxury,1,1,1,0.6041780206905425
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.3634055714790658
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,4,1,1,0.8597792903887184
White_Low_Income,White,Low_Income,Day,SUV,3,0,0,0.49750248473248654
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.312634371635256
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.2929903754820838
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.4092099520934636
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.5902824010725078
Black_Low_Income,Black,Low_Income,Day,Sedan,4,0,0,0.6922841045090888
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.2523173956097583
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.40601396091284525
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5163298083756559
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.3685076892782356
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.3641979741453519
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5501711314702715
Black_Mixed,Black,Mixed,Day,Sedan,0,1,1,0.5404138801944889
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6486781298798613
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.2635308757186944
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.37580575604960453
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,3,1,1,0.6949210712142501
White_Mixed,White,Mixed,Day,SUV,2,1,1,0.599062805923897
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.38599084385549787
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.2334491461071425
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,3,1,1,0.5275234365986414
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.21796133866570544
Black_Low_Income,Black,Low_Income,Day,SUV,0,0,1,0.5986946834588351
Black_Mixed,Black,Mixed,Night,Sedan,3,1,1,0.513459914326092
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.23046198616558108
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,1,0,0,0.4832454069308766
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.35884287128305664
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,1,0,0,0.5733752519514889
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.24170942570019244
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.38415663618775947
Black_Low_Income,Black,Low_Income,Day,SUV,2,0,1,0.4987450470200718
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.3302399769385323
Hispanic_Mixed,Hispanic,Mixed,Night,Luxury,2,1,1,0.7485445716795538
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.26120258939625496
White_Affluent,White,Affluent,Night,Sedan,7,0,0,0.39165573221284466
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.42063972373738634
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.4169248286408176
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.3661471928099024
White_Low_Income,White,Low_Income,Night,SUV,3,1,1,0.591469077441948
Black_Low_Income,Black,Low_Income,Day,Luxury,2,1,1,0.7970334577031482
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.41202243503063984
Black_Affluent,Black,Affluent,Night,SUV,4,0,0,0.37764574584910154
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.773211697260836
Black_Mixed,Black,Mixed,Night,SUV,4,0,0,0.4891907243424929
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,0,0,0.6413998513363124
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.3747892923956972
Black_Low_Income,Black,Low_Income,Night,Luxury,2,1,1,0.8535528998790314
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.31983986373039164
Black_Low_Income,Black,Low_Income,Night,SUV,0,1,1,0.8026103418069335
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.3369120928768553
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.8211746269488649
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.041837844995788215
White_Affluent,White,Affluent,Night,SUV,5,0,0,0.31079495840450144
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.326140310994538
