AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,PUBCOV
36.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
57.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16800.0,3.0,53.0,0.0,1.0,False
34.0,21.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,22800.0,1.0,53.0,2.0,1.0,False
62.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
35.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,14000.0,1.0,53.0,2.0,9.0,False
18.0,15.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3900.0,1.0,53.0,2.0,1.0,False
15.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,750.0,0.0,53.0,0.0,1.0,False
52.0,23.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,18500.0,1.0,53.0,0.0,1.0,False
32.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1500.0,3.0,53.0,0.0,1.0,False
60.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,23000.0,6.0,53.0,0.0,1.0,True
34.0,19.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
36.0,20.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,13000.0,6.0,53.0,2.0,1.0,True
52.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2580.0,6.0,53.0,0.0,2.0,True
64.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,6.0,False
43.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
59.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,6.0,53.0,0.0,1.0,False
44.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,23000.0,1.0,53.0,2.0,9.0,False
16.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,False
16.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,9.0,False
51.0,16.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,2.0,False
36.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
17.0,14.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6500.0,1.0,53.0,0.0,1.0,True
63.0,7.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
36.0,12.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,13000.0,1.0,53.0,0.0,1.0,True
39.0,17.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,18000.0,1.0,53.0,2.0,1.0,False
17.0,14.0,5.0,2.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
38.0,1.0,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,19500.0,1.0,53.0,2.0,2.0,False
17.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,2.0,False
39.0,16.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,500.0,1.0,53.0,0.0,2.0,False
15.0,13.0,5.0,1.0,2.0,5.0,5.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,2.0,True
17.0,13.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
15.0,11.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,1.0,False
31.0,16.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2600.0,1.0,53.0,2.0,8.0,False
31.0,16.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,8.0,False
30.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
25.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
15.0,11.0,5.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,2.0,1.0,False
44.0,19.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1200.0,3.0,53.0,2.0,1.0,True
64.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5800.0,6.0,53.0,0.0,1.0,False
17.0,14.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
57.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
50.0,17.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,17100.0,6.0,53.0,0.0,1.0,True
48.0,19.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
53.0,12.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
24.0,20.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,18000.0,1.0,53.0,2.0,1.0,False
16.0,18.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,2.0,1.0,False
38.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,22500.0,1.0,53.0,2.0,1.0,False
40.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,17000.0,1.0,53.0,2.0,1.0,True
37.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,9.0,True
15.0,11.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,53.0,0.0,9.0,True
53.0,18.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,29000.0,6.0,53.0,0.0,9.0,True
27.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1200.0,6.0,53.0,1.0,1.0,True
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2000.0,6.0,53.0,0.0,1.0,False
35.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,2.0,1.0,False
59.0,20.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,5.0,False
36.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
25.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
60.0,20.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,13600.0,3.0,53.0,0.0,1.0,True
28.0,15.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
44.0,10.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,9600.0,1.0,53.0,0.0,1.0,False
29.0,7.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21000.0,1.0,53.0,2.0,1.0,True
62.0,16.0,1.0,1.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,5000.0,3.0,53.0,0.0,8.0,False
19.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,960.0,1.0,53.0,2.0,1.0,False
58.0,21.0,3.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,6.0,False
25.0,22.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3000.0,3.0,53.0,2.0,9.0,False
47.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,3.0,False
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2400.0,6.0,53.0,0.0,1.0,False
60.0,23.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11000.0,6.0,53.0,0.0,1.0,False
44.0,19.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,2.0,False
29.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,28500.0,6.0,53.0,2.0,1.0,False
28.0,18.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,2.0,False
19.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,False
46.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,22200.0,1.0,53.0,2.0,1.0,False
41.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
16.0,13.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
25.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,29000.0,1.0,53.0,0.0,1.0,False
21.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,False
15.0,11.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,50.0,0.0,53.0,2.0,1.0,False
17.0,13.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,500.0,6.0,53.0,0.0,9.0,False
60.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,22800.0,1.0,53.0,0.0,1.0,False
18.0,14.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
44.0,17.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16000.0,1.0,53.0,2.0,8.0,False
58.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,2.0,False
60.0,22.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
56.0,16.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,11240.0,3.0,53.0,0.0,2.0,True
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,9.0,False
28.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
38.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,16300.0,1.0,53.0,0.0,1.0,False
61.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,2.0,False
36.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,19300.0,1.0,53.0,0.0,1.0,False
58.0,1.0,5.0,2.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,9000.0,6.0,53.0,0.0,9.0,True
64.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
32.0,20.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,9100.0,1.0,53.0,0.0,6.0,True
61.0,17.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
62.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6400.0,6.0,53.0,0.0,1.0,False
26.0,15.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,2.0,1.0,True
51.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,23100.0,1.0,53.0,0.0,1.0,False
44.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
63.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,30000.0,6.0,53.0,0.0,1.0,True
56.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,22300.0,6.0,53.0,0.0,1.0,True
47.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,2.0,1.0,False
52.0,13.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,13000.0,1.0,53.0,0.0,1.0,False
59.0,12.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,14900.0,1.0,53.0,0.0,1.0,False
51.0,9.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,0.0,1.0,False
56.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,25400.0,2.0,53.0,0.0,1.0,True
27.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,53.0,0.0,1.0,True
53.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,25200.0,6.0,53.0,0.0,1.0,True
25.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4000.0,6.0,53.0,2.0,1.0,True
21.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,20300.0,1.0,53.0,2.0,1.0,False
22.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,19300.0,1.0,53.0,2.0,1.0,False
30.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,6600.0,1.0,53.0,2.0,1.0,True
59.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,1.0,False
18.0,16.0,5.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,2.0,False
45.0,21.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,11000.0,1.0,53.0,2.0,1.0,False
44.0,16.0,1.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,1.0,False
17.0,14.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,True
36.0,18.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,53.0,2.0,9.0,True
36.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
35.0,16.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,26000.0,1.0,53.0,0.0,1.0,True
45.0,19.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,1.0,False
60.0,20.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,28000.0,1.0,53.0,0.0,1.0,True
41.0,17.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,0.0,1.0,False
24.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,900.0,6.0,53.0,2.0,1.0,True
64.0,16.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,3550.0,6.0,53.0,0.0,1.0,True
16.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
39.0,19.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,28000.0,1.0,53.0,0.0,1.0,False
35.0,19.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,1.0,1.0,False
45.0,20.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,15000.0,1.0,53.0,0.0,1.0,False
17.0,16.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
37.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
52.0,18.0,5.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,8900.0,6.0,53.0,0.0,3.0,True
30.0,23.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,1.0,53.0,2.0,1.0,False
40.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
33.0,14.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1400.0,6.0,53.0,2.0,9.0,True
32.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20700.0,1.0,53.0,0.0,1.0,False
61.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
55.0,17.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,0.0,8.0,True
46.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,8.0,True
54.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
25.0,21.0,5.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9000.0,1.0,53.0,2.0,9.0,False
20.0,14.0,5.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,9500.0,6.0,53.0,0.0,9.0,True
26.0,18.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,1.0,1.0,False
30.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,1.0,1.0,True
57.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
50.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,13200.0,6.0,53.0,0.0,1.0,True
33.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,6.0,53.0,0.0,1.0,False
19.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1000.0,1.0,53.0,2.0,8.0,False
57.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,16000.0,1.0,53.0,0.0,1.0,False
22.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,2.0,1.0,False
21.0,18.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,53.0,0.0,1.0,True
51.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,17000.0,1.0,53.0,0.0,1.0,False
21.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,8000.0,1.0,53.0,2.0,1.0,False
41.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,1.0,False
45.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,53.0,2.0,1.0,False
22.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,17500.0,1.0,53.0,0.0,1.0,False
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4000.0,1.0,53.0,0.0,1.0,True
18.0,18.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2000.0,1.0,53.0,2.0,1.0,False
15.0,12.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,3400.0,0.0,53.0,2.0,1.0,True
24.0,17.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,53.0,2.0,1.0,False
52.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,53.0,0.0,1.0,False
25.0,19.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,27000.0,6.0,53.0,0.0,1.0,True
36.0,21.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,2.0,9.0,False
35.0,19.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,53.0,2.0,1.0,True
16.0,13.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,True
63.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,16300.0,6.0,53.0,0.0,1.0,True
47.0,13.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,17400.0,1.0,53.0,2.0,1.0,False
27.0,14.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,6400.0,1.0,53.0,0.0,1.0,False
61.0,16.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,27600.0,6.0,53.0,0.0,1.0,True
52.0,13.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,7600.0,6.0,53.0,0.0,1.0,True
64.0,14.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,7300.0,6.0,53.0,0.0,6.0,True
17.0,14.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,500.0,1.0,53.0,0.0,1.0,False
29.0,21.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,30000.0,1.0,53.0,2.0,6.0,False
60.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,53.0,0.0,1.0,False
